"subj_code","condition","desktop_conf","attent_conf","scale_orient","dv_query","outcome_valence","instr_tests","DV_rating","explanation","age","gender","tech_issues","rating_rec"
"y36q6a5NbTTj",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction","negative",1,2,"I would presume that The Mut-Taw4 is more relevant in this case as it is in 5% of the population and it Mus-Bic2 does not show abnormal Lian levels, therefore I presume it's Mut-Taw4 that is responsible.",42,"1: male","None but it did make me think.",3
"YQSYrkardbZF",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction","negative",2,5,"The patient doesn't know which one they have yet. They are both detrimental to life expectancy. ",25,"1: male",NA,0
"zPZO82CtdLpy",6,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction","negative",1,5,"They are both equally likely to be the cause for the abnormal gludon levels, so it doesnt matter which mutation the patient has. ",27,"2: female","Gludon was spelled incorrectly at one point - I dont remember at which part, but possibly the patient scenario part.",0
"21MMvJppNt0w",8,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction","positive",1,5,"They both seemed like they had health benefits so the middle option was went with.

TBH MC was struggling to give it a huge level of thought as Putin's speech was just watched. It was incredibly based and MC is feeling euphoric right now. 

Also the crying from brainwashed westerners about it is hilarious. They're afraid.",37,"4: prefer not to say",NA,0
"3lnoGSWjn6vO",8,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction","positive",1,0,"It would be more satisfying to know that they they had both levels lower.",33,"2: female",NA,5
"4Es9rVRQmbFv",8,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction","positive",1,7,"Well you where not sure of Lian levels in the patient so i though that leaning towards Taw4 would beneficial",51,"1: male",NA,-2
"4JNrIpJr7Rh5",8,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction","positive",1,5,"Both have a equal chance of being present. Both produce healthy Gludon levels.",21,"1: male","No issues.",0
"5AB0l7bUj2sO",8,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction","positive",1,5,"Life expectancy is the same for both mutations",58,"2: female",NA,0
"5v1B1eVBwKVt",8,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction","positive",3,5,"I'm not sure, it is confusing. ",39,"1: male",NA,0
"6UIHUkCvxRNj",8,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction","positive",2,0,"Since patient #53 already have a helthy lian, it would be best to go with such mutation in my opinion.",53,"1: male",NA,5
"7NpRq0TkXKK3",8,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction","positive",2,5,"I would find it equally satisfying if the patient ended up having both of the alterations in their blood level present.",31,"2: female","I did not come across any errors.",0
"BIBmpawIpOPY",8,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction","positive",2,3,"I believe both would have been equally satisfying, however I did move slightly closer to Mut-Taw4 as this also contains the healthy Lian blood levels, which we did not know whether the patient does have or does not have yet. ",26,"1: male","none",2
"by3eLOreUGZC",8,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction","positive",1,0,"mutations can have a variety of effects on an individual's health and lifespan, depending on the specific gene that is affected and the resulting changes in the body's functioning. Some mutations may be beneficial and provide protection against certain diseases, while others may be harmful and increase the risk of certain health problems.

It's possible that mutations affecting Gludon or Lian blood levels may have positive or negative effects on an individual's health and lifespan, but without more information about these substances and the specific mutations involved,",26,"1: male","N/A",5
"cDn01sPf8zOq",8,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction","positive",1,8,"It would be nice to think that they only received one genetic benefit rather than two.",34,"1: male",NA,-3
"CkzjEkEwI2dU",8,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction","positive",1,5,"If the subject doesn't have healthy Lian blood levels then they don't have Mut-Taw4 mutation. since this isn't known yet it;s equally likely to be either option ",30,"1: male",NA,0
"Cuuyoh7zAJxt",8,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction","positive",1,5,"They both cause healthy gludon levels so could be either of them",23,"2: female",NA,0
"DrD9SmG3UPDX",8,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction","positive",1,5,"They both have their benefits and when weighing the negatives they weren't enough to consider one better than the other.",35,"1: male",NA,0
"EjPTpKzKdagh",8,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction","positive",1,5,"Both have an equal effect on gludon levels.",39,"1: male",NA,0
"FtwjyYJWlIN7",8,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction","positive",1,7,"Given the previous data that only 10 of 200 people had higher Lian levels (in spite of the equal occurrence of each gene mutation), I felt that it was most likely to be this.",34,"1: male",NA,-2
"GTnZ0TFODTQj",8,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction","positive",1,0,"If the Gludon levels are normal then you may as well give",49,"1: male","Everything was fine",5
"hEyW7oXxYQVc",8,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction","positive",1,5,"They have a equal probability of occurring.",59,"1: male",NA,0
"HNyNT5tSxD77",8,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction","positive",1,5,"The fact that we are unsure if they have good Lian levels means that they may not necessarily have the mutation that leads to this as both mutations lead to good levels of the other substance.",25,"2: female",NA,0
"jhGKrZfl4Rtz",8,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction","positive",1,5,"The 2 genes occurred equally so they are equally likely",38,"2: female",NA,0
"jWONvIAxd31O",8,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction","positive",1,0,"If they have the one i selected then they would have both of the good blood things!",30,"2: female","None.",5
"l8Re9zOut6A8",8,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction","positive",2,5,"They are both equally beneficial in their own way and the explanation given at the beginning of the study did not give any information as to whether one was more preferable and gave better outcomes/side effects than the other. ",28,"2: female",NA,0
"LAYydRbbns6X",8,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction","positive",1,1,"I was under the impression that having the two blood subject levels is more beneficial ",37,"1: male","Nope",4
"LDb93je8kY4g",8,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction","positive",3,5,"As both mutations are good either one would be satisfying and without knowing the Lian levels you can't guarantee if it is one or the other yet.",29,"2: female",NA,0
"LNWkdTFPfJN0",8,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction","positive",1,5,"The likelihood is equal as there is no definite leaning.",66,"1: male",NA,0
"mIq0lnJy5m0X",8,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction","positive",1,5,"Taw4 and Bic2 both cause healthy gludon levels and are equally likely to occur therefore it is equally likely that the person in the scenario has Taw4 or Bic2.",31,"1: male","No problems.",0
"mnAueM6qW8sh",8,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction","positive",1,10,"Because both mutations have the Gludon trait",32,"2: female",NA,-5
"niSIXg3ptQVA",8,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction","positive",1,5,"Both mutations are equally likely to occur in a person",87,"2: female","n/a",0
"NsPQLkN3YzRZ",8,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction","positive",2,5,"Both occur equally so it could be either at current as we don't know whether the patient has both levels in the blood, therefore it could equally be either.",40,"1: male","No errors",0
"oee48olLbEUF",8,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction","positive",1,8,"You can't say it is most definite yet because we do not know about the Lian levels of the patient yet.
So at the moment it is more probably Mut-Bic2 but COULD be MUT-Taw4 but it is not known yet.",26,"1: male","No Errors",-3
"of1mU7cHBLff",8,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction","positive",3,8,"Because more prominent in 5% of the population ",39,"1: male",NA,-3
"OLijb1UyVEJy",8,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction","positive",1,7,"I think because without the information on the patient's lian levels we cannot be certain it was the mut-4 gene. It is possible that the lian levels are the same hence my decision.",26,"2: female","N/A",-2
"oP9h4CJvdRxP",8,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction","positive",2,5,"Either of the mutations could be causing the effect that we are seeing therefore they are equally satisfying.",36,"1: male",NA,0
"PVaGVLo2z6wr",8,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction","positive",1,5,"we do not know which one yet as we have not tested the Lian levels and whether thats increased. Once we have that information we may be able to decide on which one the patient has",26,"1: male","No",0
"Q3LGDdJu1ZVG",8,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction","positive",1,0,"Having both haelthy Gludon + Lian is more positive",62,"1: male",NA,5
"r7wlJBKWEg54",8,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction","positive",1,7,"N/A",30,"2: female",NA,-2
"rJYgXJW7fBFf",8,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction","positive",1,5,"Both were equally likely because healthy Gludon levels and both are equally likely in the population and the lian blood levels was unknown to make a judgement towards Taw 4.",37,"1: male",NA,0
"ScLQjjz4TG4m",8,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction","positive",3,3,"Well, affecting both of them seems it's more likely it would be that mutation",35,"2: female",NA,2
"SyhCfbjoJQlu",8,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction","positive",1,5,"because both have an equal chance",39,"2: female",NA,0
"TC852A5MqVop",8,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction","positive",2,5,"Both mutations are equally likely. Both increase Gludon levels / make them healthy. Nothing is known about the Lian levels. Therefore we don't know which mutation the patient has, making both equally likely.",49,"2: female","none",0
"TQcoRANqTKQv",8,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction","positive",1,5,"it seemed to fit the explanation you gave earlier, even if you have it in a uniquely awfully way that would lead to confusion",55,"1: male",NA,0
"TytkyxeAGMnf",8,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction","positive",2,6,"We know for sure that they have one of the gene mutations for sure and it is entirely probably that they also have the other gene mutations. ",34,"1: male",NA,-1
"u1XZZ0dsCphk",8,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction","positive",2,5,"Regardless of what it is, the benefit is the same, better life expectancy, so why does it matter?",36,"1: male","All good",0
"UACLhrdILdmS",8,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction","positive",1,5,"Both are equally likely to occur",32,"1: male",NA,0
"v4DLxbbkI298",8,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction","positive",1,8,"The percentage chance of having an increased lifespan would be enhanced if this was the scenario and the patient would be happier.",57,"1: male",NA,-3
"vRx1GeDNUCnA",8,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction","positive",3,5,"Both can cause healthy gludon levels, meaning it can necessarily be both as we do not see have knowledge on the change for lian",19,"1: male","No errors, just bad reading on my half",0
"w3HssSAAvI8u",8,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction","positive",1,5,"It seems that both mutations cause healthy Gludon levels so this doesn't speak for either mutation.",28,"2: female","n/a",0
"wbGieoz3YgiJ",8,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction","positive",1,5,"We know that they have healthy Gludon levels but no information and lian levels. Both genes are equally likely to occur and affect gludon levels and we don't know yet if lian levels will be affected. Therefore, both explanations are satisfying ",21,"2: female",NA,0
"WIuU2Z7egttb",8,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction","positive",1,5,"Regardless of which mutation he gets, both mutations cause healthy gludon blood levels so each mutation is equally likely to be the explanation behind his healthy gludon levels.",28,"3: non-binary",NA,0
"wMzpG6HzlPCf",8,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction","positive",1,0,"I am making the assumption that having Mut-Taw4, which always causes both healthy Gludon blood levels and healthy Lian blood levels, that increase a person's life expectancy, will be compounded if you have both healthy GLudon and Lian blood levels, rather than Gludon only (from Mut-Bic 2).",59,"1: male","none that is saw or recall.",5
"XGtBt8MDrQ5l",8,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction","positive",1,5,"As bith mutations are equally probable the positiveness of having either scenario are both good. ",41,"1: male","nothing",0
"YqU1zm1fsWr8",8,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction","positive",1,5,"they both have the same life expectancy",24,"1: male",NA,0
