subj_code;prevalence;latent_feature;LS_bias_probe_stim;scale_orient;instr_tests;LS_bias_probe_rating;age;gender;tech_issues;rating_rec;explanation;Correct explanation ;Unclear explanation ;Inferred absence because of low feature base rate;Inferred absence of latent feature
t8Mk1G6xw5wV;presented;feet;probe_amb_beak.png;narrow_left;1;6;32;2: female;No issues;1;As there is an equal chance that the duck would have blue feet and a blue beak, I believe that the duck would also have blue feet in this picture. However, I kept the rating towards the middle as there is an equal chance.;1;;;
8I8szH3zIFjH;presented;feet;probe_amb_beak.png;narrow_right;1;3;50;2: female;no errors noticed.;2;I gave this rating as the fact the duck has a blue beak means that it has at least one of the mutations pix 67 , and also possibly could have the other mutation tox20 which doubles its chance of having a mutation of any sort. I felt that the chance of this was therefore more likely to be pix 67.;;1;;
HpXAqrGfli46;presented;feet;probe_amb_beak.png;narrow_right;2;3;30;1: male;NA;2;There is only a 5% chance that the blue beak mutation occurs so it is unlikely to be that mutation and more probable of being another.;;1;;
YO1yZtsrJwYF;presented;feet;probe_amb_beak.png;narrow_left;2;8;33;1: male;none;3;it was a peaceful environment;;1;;
L2sMXR1hzQTq;presented;feet;probe_amb_beak.png;narrow_right;1;2;32;1: male;NA;3;PIX has blue beak and the other didn't, so since the duck had a blue beak, I figured PIX was more likely;;1;;
XjCsB3lH0gAH;presented;feet;probe_amb_beak.png;narrow_right;1;2;33;1: male;None;3;We can see the blue beak mutation but don't have any information about the feet. I felt that given we know it has a blue beak it's then 50/50 whether or not it has blue feet so I went in the middle between definitely and equally for having the blue feet.;1;;;
vUnxjWb7FfK8;presented;feet;probe_amb_beak.png;narrow_left;2;9;24;1: male;none;4;because blue feet is the most common;;1;;
sZicEAHdDZ7p;presented;feet;probe_amb_beak.png;narrow_right;1;1;58;2: female;Survey went smoothly, Thank You!;4;I noticed the blue beak and what seemed to be blue feet behind its wing/s.;;1;;
9StNteTdeEd9;presented;beak;probe_amb_feet.png;narrow_left;1;10;51;2: female;NA;5;"I felt it was PIX67 based on the 5% probability. 


";;;1;
v7OINEYGHocx;presented;beak;probe_amb_feet.png;narrow_left;1;10;57;1: male;None;5;I rated the probability of the duck having the PIX67 mutation as more probable than the probability of the duck having a combination of mutations because the mutations occur independently of each other. This means that it is less likely that the duck would have two mutations that happen to affect the same phenotype (blue feet and blue beak). It is more likely that the duck would have a single mutation that affects both of these traits;;1;;
yjldkvVFTqKz;presented;beak;probe_amb_feet.png;narrow_right;3;0;28;1: male;none;5;graphic summary of mutation ;;1;;
4nBeMkM6l7Tv;omitted;feet;probe_amb_beak.png;narrow_left;2;0;60;2: female;No;-5;Becayse I could see the blue beak but not the feet.;;1;;
PqADQWifRMdj;omitted;feet;probe_amb_beak.png;narrow_left;1;0;52;1: male;I didn't notice any errors whatsoever.;-5;Because I could only see a blue beak.;;1;;
qW7kmfZbkh1L;omitted;feet;probe_amb_beak.png;narrow_left;2;0;21;2: female;none;-5;unable to provide certainty on feet however certainty that the duck had a blue beak;;1;;
EE9gItZiXxRP;omitted;beak;probe_amb_feet.png;narrow_left;1;0;40;1: male;no problems;-5;I gave that rating because in the photo I could only see the the feet of duck;;1;;
jO1A9heVrgIs;omitted;feet;probe_amb_beak.png;narrow_right;3;10;30;1: male;NA;-5;i use my mind;;1;;
E2EfDvXa1re3;omitted;beak;probe_amb_feet.png;narrow_right;1;10;26;1: male;N/A;-5;I only had the chance to view the feet of the duck, so I assume it has NAX20 gene. ;;1;;
tlih6CeHRfV7;omitted;beak;probe_amb_feet.png;narrow_right;2;10;35;2: female;NA;-5;The feet are blue and that is why I picked the option that I did.;;1;;
YmbxZaoSi4WQ;omitted;beak;probe_amb_feet.png;narrow_right;3;10;26;2: female;no comment.;-5;"Because the feet displayed were color blue.
";;1;;
OyJnIoT6rani;omitted;feet;probe_amb_beak.png;narrow_right;2;8;24;2: female;NA;-3;because i only saw the beak of the duck i chose TOX but again it could be pix67 if the feet are blue;;1;;
ZtD0uUC2Ikfm;omitted;beak;probe_amb_feet.png;narrow_right;3;8;26;2: female;There were no issues but just a bit confused with the PIX67 as it had little bit of orange trim on the beak which made my decision a bit hard, hope I made the correct decision.;-3;The duck has blue feet and the beak is not visible, so that would have hight posiblities that is NAX20 since its beak does not change.;;1;;
KwvrpPXMlySa;omitted;beak;probe_amb_feet.png;narrow_left;1;3;38;1: male;NA;-2;I think based on the image there's a higher chance that duck mostly doesn't also have a blue beak which makes it a tox20.;;;;1
lc2nNKZJUsmF;omitted;beak;probe_amb_feet.png;narrow_left;1;3;31;1: male;NA;-2;there were 3 different possibilities to begin with of what the duck could be. i went with what was a third of the scale as i could only identify one of the three possibilities;;1;;
mOHAtqEqlFwP;omitted;beak;probe_amb_feet.png;narrow_left;1;3;26;1: male;none;-2;using just observation we can already see blue feet but we dont know if it has blue beak. So i change my answer, i think its 50 50. we can confirm the blue feet but because we dont know the face we cant tell;1;;;
u1AxMnoEEiXi;omitted;beak;probe_amb_feet.png;narrow_left;1;3;52;1: male;None;-2;I only saw he feet. I'm guessing on the beak. So mainly going with NAX20 for blue feet. Not totally though as could be one of the others.;;;;1
8YfZ2qM7YmR8;omitted;beak;probe_amb_feet.png;narrow_right;2;7;65;1: male;none;-2;the duck has blue feet but im not sure of the beak so i guessed;;1;;
LZW8ssCpLuro;omitted;beak;probe_amb_feet.png;narrow_right;1;6;35;1: male;I had no issues and I answered thoughtfully, good luck!;-1;I know they all occur equally, but we know for a fact that it has blue feet already, so I thought that tipped he scale a bit.;;1;;
0F2ZRvPkwqo8;omitted;feet;probe_amb_beak.png;narrow_left;1;5;43;2: female;NA;0;Since I could only see the blue beak, I don't know if the feet are blue or not but, since I know that each mutation is equally likely, I can assume there is an equal chance that both his beak AND feet are blue as opposed to just his beak.;1;;;
1kbILWXq2Hcs;omitted;feet;probe_amb_beak.png;narrow_left;1;5;26;2: female;No comments or concerns, thank you!;0;Because I can't see the feet and the mutations are meant to happen equally as often, I think there is an equal chance that the duck could have just a blue beak or that the duck has a blue beak AND blue feet as well.;1;;;
1L41cSF0k4in;omitted;feet;probe_amb_beak.png;narrow_left;2;5;25;1: male;NA;0;"They all have the same amount of chance of happening and you can see the duck has a blue beek. So only makes sence that its equal
";1;;;
1UUGXi4S36XL;omitted;feet;probe_amb_beak.png;narrow_left;1;5;32;1: male;none;0;only blue beak is shown so it either any of those option mentioned;;1;;
2Hc7TwerBdpN;omitted;feet;probe_amb_beak.png;narrow_left;1;5;30;2: female;N/A;0;Because all the probabilities are equal, it can be either of the three.;1;;;
3JLJgQkqCYvH;omitted;feet;probe_amb_beak.png;narrow_left;1;5;53;2: female;all went well;0;"blue beak = TOX20
We cannot see its feet.
So we cannot say for 100% that is is only TOX20
We can say though that is has an equal chance of being either TOX20 or PIX67.
Just because we cannot asertain that the feet are not blue, doesnt mean they are or not.";1;;;
3S6OIPPQcfJ3;omitted;feet;probe_amb_beak.png;narrow_left;1;5;42;2: female;NA;0;i gave the rating because all the mutations have equal chances;1;;;
46QSD090ZbDu;omitted;feet;probe_amb_beak.png;narrow_left;1;5;40;1: male;NA;0;It is not possible to know if the duck had blue feet since we can only see its blue beak we cannot judge whether it also has blue feet.;;1;;
49Xk2S6Wqozl;omitted;feet;probe_amb_beak.png;narrow_left;1;5;26;1: male;"Everything worked fine
";0;The feet arent visible to give a better judgement;;1;;
4wDLGqUSqPax;omitted;feet;probe_amb_beak.png;narrow_left;1;5;41;2: female;none;0;I can't see the ducks feet, onlt the beak, so it might have blue feet. In which case the chances of bothe mutations are equal.;1;;;
6HKaloCfm1sR;omitted;feet;probe_amb_beak.png;narrow_left;2;5;58;2: female;NA;0;No way to know for sure as feet could not be seen;;1;;
6o5KQjvRRtqO;omitted;feet;probe_amb_beak.png;narrow_left;2;5;42;2: female;none;0;It could be equally possible the duck also has blue feet;1;;;
7J2QiQl4801G;omitted;feet;probe_amb_beak.png;narrow_left;1;5;41;2: female;No errors;0;All mutations have the same probability, and we can't see this duck's feet, so we can't tell if it only has a blue beak or both blue beak and feet;1;;;
9HaMd4b3g1nJ;omitted;feet;probe_amb_beak.png;narrow_left;2;5;29;1: male;no errors;0;We can't see the feet, so it is equally likely that it is either Tox for only thebluee beak, or Pix, for the blue beak and blue feat;1;;;
ADWR6PXXimZ2;omitted;feet;probe_amb_beak.png;narrow_left;1;5;20;1: male;NA;0;Because both mutations are equally likely to occur in a duck. The chance that, given a blue beak, either mutation occurs is also equal. We thus cannot make judgement without looking at the feet.;1;;;
Ba7hcbZgKJ5y;omitted;feet;probe_amb_beak.png;narrow_left;2;5;21;2: female;NA;0;the ducks have an equal chance of mutation as previously stated in earlier text.;1;;;
BsL30bxNOctl;omitted;feet;probe_amb_beak.png;narrow_left;2;5;57;1: male;NA;0;Can't see the colour of the feet.;;1;;
c1N7HWny9T7f;omitted;feet;probe_amb_beak.png;narrow_left;1;5;22;1: male;NA;0;You cannot see the ducks feet, meaning it is equally possible to have blue feet as well as the blue beak;1;;;
cfjRlrSH5kv8;omitted;feet;probe_amb_beak.png;narrow_left;3;5;51;2: female;NA;0;As I only saw the blue beak it is hard to tell fully if that is Pix67 or Tox20;;1;;
eJwZI5baT5zt;omitted;feet;probe_amb_beak.png;narrow_left;1;5;28;1: male;none;0;There,s a 50% chance mutation occured only on the beak and there,s another 50% chance the mutation occured on both the feet and the beak because the feet isn,t visible.;1;;;
f5syRU0iSXaO;omitted;feet;probe_amb_beak.png;narrow_left;1;5;43;1: male;NA;0;Because each mutation occurs in equal proportion so each possibility occurs with same likelihood ;1;;;
fUH677ftSEcy;omitted;feet;probe_amb_beak.png;narrow_left;1;5;52;1: male;all was fine with this survey;0;we do not know the feet colour so both option are equal chance;1;;;
Ga2tU4VStsbE;omitted;feet;probe_amb_beak.png;narrow_left;1;5;30;2: female;NA;0;Because the feet were deep in waters. If they were exposed, the rating would have been different;;1;;
GEzCJIo57OpH;omitted;feet;probe_amb_beak.png;narrow_left;1;5;53;1: male;none;0;As I could not see the duck's feet there was an equal chance of the duck having either mutation and without seeing the feet there is no way to tell which is more likely.;1;;;
GZ3BSgGhWoum;omitted;feet;probe_amb_beak.png;narrow_left;1;5;54;1: male;no errors;0;Both outcomes are equally likely;1;;;
hrmdzoANbBB8;omitted;feet;probe_amb_beak.png;narrow_left;1;5;39;1: male;NA;0;couldn't see the feet so it was a guess;;1;;
IcCUX0qh6sAz;omitted;feet;probe_amb_beak.png;narrow_left;1;5;51;2: female;NA;0;I gave it this rating because the scientists came to the conclusion after testing the DNA of the ducks from the lake that a duck having one of the three mutations equally. ;1;;;
jaj6obmahXXn;omitted;feet;probe_amb_beak.png;narrow_left;1;5;23;1: male;NA;0;The duck's feet were not visible. It is possible the duck had one or both mutations but not possible to distinguish which from afar.;;1;;
jiB8IJPxPdns;omitted;feet;probe_amb_beak.png;narrow_left;1;5;21;2: female;NA;0;I couldn't see the ducks feet so the duck could have had either mutation.;;1;;
jU2bMlfaIvkT;omitted;feet;probe_amb_beak.png;narrow_left;1;5;53;2: female;NA;0;The feet were hidden so the duct could be either.;;1;;
KdADvrJ3CNwH;omitted;feet;probe_amb_beak.png;narrow_left;1;5;25;1: male;NA;0;As we cannot see the ducks' feet so it may have a blue beak and blue feet, not just a blue beak. That means it is as likely that each mutation will occur;1;;;
Km47uA5PeOv9;omitted;feet;probe_amb_beak.png;narrow_left;2;5;52;2: female;NA;0;You can't see the feet. Therefore, both choices are equally likely.;1;;;
LhasT3NK1G7i;omitted;feet;probe_amb_beak.png;narrow_left;1;5;45;1: male;NA;0;there is no way to tell if the duck has blue feet.;;1;;
LOUBxMx1axsm;omitted;feet;probe_amb_beak.png;narrow_left;1;5;33;2: female;NA;0;Given that we cannot see the feet of the duck in the water, it is equally likely that it has just a blue beak (Tox) , or it has a blue  beak and blue feet (Pix);1;;;
LUDmkB3DFFxZ;omitted;feet;probe_amb_beak.png;narrow_left;1;5;45;1: male;NA;0;You cannot see the feet, so either could be true. Each mutation has an equal chance, so 50/50;1;;;
m2KjCqSxSteW;omitted;feet;probe_amb_beak.png;narrow_left;1;5;31;1: male;NA;0;all mutations have equal probability;1;;;
m4fG2cQWjJbc;omitted;feet;probe_amb_beak.png;narrow_left;1;5;23;2: female;NA;0;You can't see the ducks feet so it's equally likely that he has or hasn't blue feet;1;;;
M7GI0NUZWD07;omitted;feet;probe_amb_beak.png;narrow_left;1;5;28;2: female;NA;0;I can only see the beak in the photo, not the feet. Without seeing the feet, it's impossible to tell if only the beak colour is blue (TOX20) or if both feet and beak are blue (PIX67). Since all mutations are equally likely, either of these mutations are equally possible.;1;;;
MGcWAxs9Mzxw;omitted;feet;probe_amb_beak.png;narrow_left;1;5;32;1: male;No errors observed. ;0;"The duck shown had a blue beak, indicating the mutation caused by TOX20. However, the duck's feet were not shown; so its feet were either orange or blue, therefore I gave that rating. ";;1;;
mjex80K36dF7;omitted;feet;probe_amb_beak.png;narrow_left;1;5;35;2: female;none;0;It is equally to have blue feet as well as a blue beak as it could have the same chance of having blue feet as well as not having blue feet.;1;;;
MkBEAYPRenuv;omitted;feet;probe_amb_beak.png;narrow_left;1;5;39;2: female;NA;0;equal chance of either;1;;;
NeIVFKHDjzWr;omitted;feet;probe_amb_beak.png;narrow_left;1;5;29;1: male;n/a;0;The study had stated that there is equal distribution of the mutation and we only have half the facts as we cannot see the duck's feet so there is equal possibility of being either mutation.;1;;;
nGZmxJ51zySG;omitted;feet;probe_amb_beak.png;narrow_left;1;5;21;1: male;NA;0;Because we couldn't see the feet of the duck we have to assume it could be either blue or orange, given that they are both equally likely to be present we can assume the chance of the mutation being PIX or TOX is 50%;1;;;
nkKFOIdl3Rzr;omitted;feet;probe_amb_beak.png;narrow_left;1;5;74;1: male;none;0;you can see the beak, can't see feet so unable to decide on colour;;1;;
nWXlcqlmK3V1;omitted;feet;probe_amb_beak.png;narrow_left;1;5;31;2: female;NA;0;We could see the duck had a blue beak, but couldn't see their feet (so feet could be blue or yellow). The blue beak indicates that the duck had one of the mutations Pix or Tox, but as we couldn't see the feet we couldn't tell which. As both gene mutations are equally likely to occur, it's 50/50.;1;;;
oh67lfrvCv3g;omitted;feet;probe_amb_beak.png;narrow_left;1;5;44;2: female;There were no errors or technical issues.;0;Since the duck had a blue beak but we couldn't see the duck's feet, and each duck has an equal chance of having any one of the three possible mutations, I assumed that the duck an equal chance of having either one of the two mutations that cause a blue beak (i.e. a 50/50 chance).;1;;;
OzYsiQy3LLud;omitted;feet;probe_amb_beak.png;narrow_left;1;5;40;2: female;no errors ;0;I only saw the duck's blue  beak, it's feet are covered in water ;;1;;
p4XSTk4QEIE6;omitted;feet;probe_amb_beak.png;narrow_left;1;5;32;2: female;none;0;we don't know what the feet are so they could be blue or yellow;;1;;
pOypAVGrgm9l;omitted;feet;probe_amb_beak.png;narrow_left;1;5;28;1: male;n/a;0;I cannot see the feet meaning there is a probability they are orange, blue (or may not even exist :O) and because the mutations all have an equal chance of occurring, there is an equal chance the duck may have any color feet.;1;;;
pV7n6Fl4wKod;omitted;feet;probe_amb_beak.png;narrow_left;1;5;49;1: male;NA;0;You could not see the duck's feet so as there was an equal chance of all mutations and a blue bill, until you see the feet, both PIX67 and TOX20 are equal possibilities.;1;;;
pVmvArnxhqSX;omitted;feet;probe_amb_beak.png;narrow_left;1;5;46;2: female;NA;0;The duck had a blue beak but we couldn't see the feet to know if it was the PIX67 mutation, which means it could have equally been caused by the NAX20 mutation. ;1;;;
PyrqXi6V7lp0;omitted;feet;probe_amb_beak.png;narrow_left;3;5;24;2: female;NA;0;Could not see the ducks feet;;1;;
QhwQG5RAKoIh;omitted;feet;probe_amb_beak.png;narrow_left;1;5;28;1: male;NA;0;you can only see the beak the feet arent visible so theres a 50/50 chance the feet are either yellow or blue;1;;;
S1jVaXUvRoei;omitted;feet;probe_amb_beak.png;narrow_left;1;5;34;2: female;NA;0;The chances of having any of the mutations was equally likely so I thought the chances of the duck having blue feet or not were equally likely. ;1;;;
S5KdJqa7eY7v;omitted;feet;probe_amb_beak.png;narrow_left;1;5;77;1: male;No issues apparent;0;I got that wrong it must have blue feet;;1;;
tm2r2okMfovf;omitted;feet;probe_amb_beak.png;narrow_left;1;5;69;2: female;n/a;0;couldn't see his feet so couldn't judge completely;;1;;
w40RjtbKuoXq;omitted;feet;probe_amb_beak.png;narrow_left;1;5;53;1: male;NA;0;As only the top part of the duck is visible, you cannot rule out one of the two possible gene mutations, and as one mutation is as likely as another, it is impossible to rule out a gene mutation so that is why I chose the rating;1;;;
xRgNAMzy2poH;omitted;feet;probe_amb_beak.png;narrow_left;1;5;60;1: male;No errors encountered.;0;The duck has a blue beak, so this could be caused by the duck having either of PIX67 or TOX20, or it could have both of these mutations. All probability of have one of them or noth are equally likely. ;1;;;
Xt6hOIYEVcpW;omitted;feet;probe_amb_beak.png;narrow_left;1;5;31;1: male;NA;0;The gene probabilities are the same and mutations are independent each other.;1;;;
Y5RM3eYz0qP1;omitted;feet;probe_amb_beak.png;narrow_left;1;5;41;2: female;We had been pro;0;It is equally possible to have both a blue beak and feet as it is to just have a blue beak so, as we can't see the feet we have to assume there is an equal chance of the duck being affected by either mutation. ;1;;;
ybdHw24nQ66p;omitted;feet;probe_amb_beak.png;narrow_left;1;5;31;1: male;there was no error;0;It is evident in the picture that the duck had a blue beak, hence it could either be a PIX67 or TOX20, and since both mutations have an equal chance of occurrence it follows that the duck in the picture could have any of the mutations.;1;;;
04YfWmJzcIbx;omitted;beak;probe_amb_feet.png;narrow_left;1;5;39;1: male;Only that I wasn't sure whether a duck could have the 'dominate' mutation of PIX67 as well as one of the other two which were less extreme (each only beak or feet). I had assumed that the mutations were mutually exclusive. ;0;It was confirmed that the duck had blue feet. I did not ascertain the colour of its beak. Was it blue or yellow?  It could be either, equally.;1;;;
2HLUOGZabd0V;omitted;beak;probe_amb_feet.png;narrow_left;1;5;29;1: male;NA;0;I gave the rating that they were equally likely because both cause blue feet, and it was previously stated that each mutation is equally likely. ;1;;;
3tyNEgDjOmyZ;omitted;beak;probe_amb_feet.png;narrow_left;1;5;74;2: female;NA;0;Since I only had the feet for review, I took a wild guess.;;1;;
3ygggKXxpkbU;omitted;beak;probe_amb_feet.png;narrow_left;1;5;24;2: female;NA;0;Since all mutations occur equally, the duck is equally likely to have blue feet only or blue feet and blue beak.;1;;;
5fPrRkYDXnI3;omitted;beak;probe_amb_feet.png;narrow_left;1;5;63;2: female;I didn't see any obvious errors, there were no technical issues, everything worked well.;0;I could definitely see the blue feet so know that the NAX20 mutation was present but the duck's head was under the water so I cannot say for certain that it did or didn't have a blue beak as well ie the PIX67 mutation.;;1;;
5h51sayH4QOy;omitted;beak;probe_amb_feet.png;narrow_left;1;5;45;2: female;n/a;0;You can't see the beak - this could be blue or orange. The duck has blue feet but could have a blue beak too or an orange one.;;1;;
6Af0AEuWqVw0;omitted;beak;probe_amb_feet.png;narrow_left;1;5;28;2: female;NA;0;As the probability of each mutation occurring is equal, it is equally likely he has PIX or NAX mutation as I cannot see the duck's beak. So I have to assume he may also have a beak mutation as well as the blue feet mutation. I cannot be certain so they are equally probable.;1;;;
749LDyHTHpyO;omitted;beak;probe_amb_feet.png;narrow_left;1;5;22;1: male;none;0;The study showed that each mutation is as equally likely than the other.;1;;;
9eCD9t9aIG2P;omitted;beak;probe_amb_feet.png;narrow_left;1;5;39;1: male;NA;0;Without seeing the head, there's no way to determine if it's the all-over mutation, but we do know that is has the feet, which rules out the TOX20 (beak only) one. The others would then be 50/50 possiblity. ;1;;;
AOxnggtW3tK7;omitted;beak;probe_amb_feet.png;narrow_left;1;5;23;2: female;NA;0;It's easy to see that the duck has blue feet. However, the duck could also have a blue beak. The chances of either of these things happening is equal.;1;;;
AwIrrmOHqy5k;omitted;beak;probe_amb_feet.png;narrow_left;1;5;44;2: female;NA;0;we know the duck has blue feet. we also know that each mutation is equally likely to occur, independent of each other. we can't see the ducks beak but we can say it's equally likely it could be blue or orange.;1;;;
BezeReS2pCEH;omitted;beak;probe_amb_feet.png;narrow_left;1;5;46;1: male;none;0;couldn't see beak;;1;;
BKbtO5Gv6KBU;omitted;beak;probe_amb_feet.png;narrow_left;1;5;31;1: male;none;0;both mutations are equal to have;1;;;
Ch4nDfEYsXND;omitted;beak;probe_amb_feet.png;narrow_left;1;5;27;2: female;No errors thanks!;0;At first I would of gone for 100% NAX20, yet the ducks head is under water and may have an orange or blue beak so both are equally likely. Also if one duck has one mutation , it's equally likely that it could have another mutation aswell.;1;;;
cK6IpJHnvom1;omitted;beak;probe_amb_feet.png;narrow_left;3;5;68;1: male;NA;0;Because there is as much chance f a blue beak as a yellow one;1;;;
Cl3gmZJbK8cV;omitted;beak;probe_amb_feet.png;narrow_left;1;5;23;1: male;no;0;there's always endless possibility's ;;1;;
cOa94wQ2kNo2;omitted;beak;probe_amb_feet.png;narrow_left;1;5;30;2: female;No errors, though I struggled to remember the number after each mutation, mainly just remembering them as PIX, TOX and NAX;0;We know that PIX and NAX mutations give the blue feet, and are both equally likely to appear in the population. As we can only see the ducks feet, we can eliminate the TOX mutation or no mutation at all. However we can not say for certainty whether the blue feet are from PIX or NAX, only that it is 100% PIX or NAX;1;;;
dcJiWFzQ3xuK;omitted;beak;probe_amb_feet.png;narrow_left;1;5;61;1: male;The last question had several possible answers but only one allowed. There was an equal probability that the duck could have had both the Tox and Nox defect, or PIX. ;0;We can see that the feet are blue and there is an equal chance that the beak could be blue or yellow. Because we couldn't see the beak we don't know what colour it is.;1;;;
dlOzeOKDuvSY;omitted;beak;probe_amb_feet.png;narrow_left;2;5;47;2: female;No errors.;0;You cant see the birds beak so cant know for sure which one they might be;;1;;
DX6rq4QkiHFH;omitted;beak;probe_amb_feet.png;narrow_left;1;5;53;1: male;no errors noticed;0;All mutations are equally likely, and we can see from the image that the duck has blue feet.  Therefore it is equally likely that it will have a blue beak as it is that it will have a yellow beak;1;;;
E3F3ATKgj59A;omitted;beak;probe_amb_feet.png;narrow_left;2;5;52;2: female;No errors, easy to complete;0;"The duck clearly has blue feet so has to be either PIX67 or NAX20.
It has an equal chance of being either of these";1;;;
eMlJwx3k1SWB;omitted;beak;probe_amb_feet.png;narrow_left;1;5;55;2: female;"All seemed fine - loved the illustrations!
";0;There is no way of telling which mutation is present as these mutations are random so it is not possible for one to be more likely than the other;1;;;
eP5rIBeekd22;omitted;beak;probe_amb_feet.png;narrow_left;1;5;32;2: female;NA;0;It says it was equally likely for the duck to have one mutation as another one.;1;;;
EzsPlXtlGUVL;omitted;beak;probe_amb_feet.png;narrow_left;1;5;62;2: female;NA;0;Could only see the feet, no idea of the colour of the bill;;1;;
F8YBbpuNZZPb;omitted;beak;probe_amb_feet.png;narrow_left;1;5;31;1: male;no issues;0;there is an equal chance between all of the mutations;1;;;
fhwnYncIlOzX;omitted;beak;probe_amb_feet.png;narrow_left;1;5;27;2: female;NA;0;Both mutations are equally likely. We can't rule out a blue beak, so it could be either one.;1;;;
fqofsbaU4T07;omitted;beak;probe_amb_feet.png;narrow_left;2;5;35;1: male;NA;0;The ducks head is submerged, while we can confirm it has blue feet, we cannot rule out whether or not it has a blue beak therefore it could have one of the two genetic mutations.;;1;;
FWN4KcEUFm48;omitted;beak;probe_amb_feet.png;narrow_left;2;5;32;1: male;na;0;all the mutations appear independently of eachother. We know this duck has blue feet. It is equally as likely that duck has an orange bill or blue bill. That is why i chose right in the middle.;1;;;
h0SecX1qLN6E;omitted;beak;probe_amb_feet.png;narrow_left;3;5;37;2: female;None;0;Because we are unable to see the beak and there is equal amount to it being either;1;;;
HEc3usVCFyAP;omitted;beak;probe_amb_feet.png;narrow_left;1;5;63;1: male;I did not detect any issues.;0;The duck had blue feet, but the beak could not be seen. It was therefore equally likely that the duck had the NAX20 mutation, blue feet, or the PIX67 mutation, blue beak and feet.;1;;;
hjivOyfneeRo;omitted;beak;probe_amb_feet.png;narrow_left;1;5;34;1: male;NA;0;There was no influence on one mutation to another.;;1;;
igaLzXwtXJgW;omitted;beak;probe_amb_feet.png;narrow_left;1;5;25;2: female;n/a;0;If there is an equal occurrence of the different mutations, the NAX20 and PIX67 are equally likely to have caused the duck to have blue feet. Given we don't see their beak there isn't reason to say either way which mutation the duck has.;1;;;
ixy6seT9ej0g;omitted;beak;probe_amb_feet.png;narrow_left;1;5;50;1: male;NA;0;There is no way of knowing for sure which it is;;1;;
JaOX1hUCyv8Y;omitted;beak;probe_amb_feet.png;narrow_left;3;5;21;2: female;/;0;Both mutations cause blue feet but because the image did not show the ducks beaks, it is impossible to distinguish which one is correct. ;;1;;
JIVNHBl5WPwa;omitted;beak;probe_amb_feet.png;narrow_left;1;5;62;1: male;No.;0;I ruled out the TOX20 mutation because that means the duck has a blue beak only. That left just the PIX67 and NAX20 mutations, both of which can lead to blue feet as seen in the graphic.;;1;;
JqXW87uX38qf;omitted;beak;probe_amb_feet.png;narrow_left;1;5;39;1: male;NA;0;Both mutations can happen independently of each other. As the duck had blue feet the chances of the beak also being blue or not is even ;1;;;
KA4tS4uXM3Yo;omitted;beak;probe_amb_feet.png;narrow_left;1;5;39;2: female;none;0;either mutation gives blue feet and each mutation is equally likely;1;;;
KN8Ew2cGeBnd;omitted;beak;probe_amb_feet.png;narrow_left;1;5;60;2: female;no errors;0;Because we can only see the feet and each duck has the same chance of havingPIX67;1;;;
LqTpulmkSwSC;omitted;beak;probe_amb_feet.png;narrow_left;1;5;25;1: male;NA;0;i couldn't see the beak, therefore is it is both equally likely to be one or the other;1;;;
lZUZExbLuHgq;omitted;beak;probe_amb_feet.png;narrow_left;1;5;31;1: male;Everything went well;0;The chances that the duck has both mutation is equal given the fact that the beak of the duck in immersed in the water. So it like any of the mutations;1;;;
mfZiT6y0BNOr;omitted;beak;probe_amb_feet.png;narrow_left;1;5;62;2: female;None.;0;I can see the duck has blue feet. However I cannot see its beak so it could or could bot be blue.;;1;;
MjkdPQHgyBOD;omitted;beak;probe_amb_feet.png;narrow_left;1;5;24;2: female;NA;0;I used my best educated guess to determine the probable combination of coloured anatomy.;;1;;
MnLJhqlCABaU;omitted;beak;probe_amb_feet.png;narrow_left;1;5;32;2: female;NA;0;Both have of these mutations give the duck either blue feet, or a blue beak and blue feet, so both are equally likely to give the duck blue feet.;1;;;
N3iXwru250kk;omitted;beak;probe_amb_feet.png;narrow_left;1;5;32;2: female;NA;0;WE CAN ONLY SEE HIS FEET SO HE COULD HAVE EITHER MUTATION, BLUE FEET OR BLUE FEET & BEAK;;1;;
NRGVF0MUu8op;omitted;beak;probe_amb_feet.png;narrow_left;1;5;43;1: male;n/a;0;Could only see the ducks feet so it is equally possible that the duck may have a blue beak as well.;1;;;
PhigDMpN7CqE;omitted;beak;probe_amb_feet.png;narrow_left;3;5;23;1: male;no issues;0;Because you can only see the feet it is safe to assume that either mutation is likely without more information;1;;;
qBFbP9sdjiBI;omitted;beak;probe_amb_feet.png;narrow_left;2;5;54;1: male;N/A;0;Based on information I was given in the first place;;1;;
qVVSWZFaAvcj;omitted;beak;probe_amb_feet.png;narrow_left;1;5;42;2: female;NA;0;We can't see the ducks beak, so we can only assume there is a 50/50 chance of it having one of the  mutation's.;1;;;
qXazJVIIyjuv;omitted;beak;probe_amb_feet.png;narrow_left;1;5;28;1: male;NA;0;"You can only see the feet, so it could be either of the mutations; as they are equally likely to occur, both mutations should be equally likely.";1;;;
shBVQyNIaWY1;omitted;beak;probe_amb_feet.png;narrow_left;1;5;54;2: female;NA;0;I could see that the duck had blue feet, but as I couldn't see its beak I had guess that their was an equal probability that the beak was blue too.;1;;;
SJkGjldf4qZ9;omitted;beak;probe_amb_feet.png;narrow_left;1;5;56;2: female;it was really hard to see if the affected body parts were blue or not! Maybe that was just my screen...;0;because the occurance of the 2 genes are independent, it is equally likely to be the one just causing blue feet or the one causing blue feet and beak.;1;;;
