"subj_code","condition","desktop_conf","attent_conf","prevalence","latent_feature","LS_bias_probe_stim","scale_orient","instr_tests","LS_bias_probe_rating","explanation","bluefeet_choice","bluebeak_choice","typical_choice","bluefeet_bluebeak_choice","age","gender","tech_issues","rating_rec"
"mfZiT6y0BNOr",7,"1: I confirm","1: I will take it seriously","omitted","beak","probe_amb_feet.png","narrow_left",1,5,"I can see the duck has blue feet. However I cannot see its beak so it could or could bot be blue.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",62,"2: female","None.",0
"MjkdPQHgyBOD",7,"1: I confirm","1: I will take it seriously","omitted","beak","probe_amb_feet.png","narrow_left",1,5,"I used my best educated guess to determine the probable combination of coloured anatomy.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",24,"2: female",NA,0
"MnLJhqlCABaU",7,"1: I confirm","1: I will take it seriously","omitted","beak","probe_amb_feet.png","narrow_left",1,5,"Both have of these mutations give the duck either blue feet, or a blue beak and blue feet, so both are equally likely to give the duck blue feet.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",32,"2: female",NA,0
"mOHAtqEqlFwP",7,"1: I confirm","1: I will take it seriously","omitted","beak","probe_amb_feet.png","narrow_left",1,3,"using just observation we can already see blue feet but we dont know if it has blue beak. So i change my answer, i think its 50 50. we can confirm the blue feet but because we dont know the face we cant tell","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",26,"1: male","none",-2
"N3iXwru250kk",7,"1: I confirm","1: I will take it seriously","omitted","beak","probe_amb_feet.png","narrow_left",1,5,"WE CAN ONLY SEE HIS FEET SO HE COULD HAVE EITHER MUTATION, BLUE FEET OR BLUE FEET & BEAK","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",32,"2: female",NA,0
"NRGVF0MUu8op",7,"1: I confirm","1: I will take it seriously","omitted","beak","probe_amb_feet.png","narrow_left",1,5,"Could only see the ducks feet so it is equally possible that the duck may have a blue beak as well.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet) and NAX20 mutation (blue feet).",43,"1: male","n/a",0
"PhigDMpN7CqE",7,"1: I confirm","1: I will take it seriously","omitted","beak","probe_amb_feet.png","narrow_left",3,5,"Because you can only see the feet it is safe to assume that either mutation is likely without more information","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",23,"1: male","no issues",0
"qBFbP9sdjiBI",7,"1: I confirm","1: I will take it seriously","omitted","beak","probe_amb_feet.png","narrow_left",2,5,"Based on information I was given in the first place","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",54,"1: male","N/A",0
"qVVSWZFaAvcj",7,"1: I confirm","1: I will take it seriously","omitted","beak","probe_amb_feet.png","narrow_left",1,5,"We can't see the ducks beak, so we can only assume there is a 50/50 chance of it having one of the  mutation's.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",42,"2: female",NA,0
"qXazJVIIyjuv",7,"1: I confirm","1: I will take it seriously","omitted","beak","probe_amb_feet.png","narrow_left",1,5,"You can only see the feet, so it could be either of the mutations; as they are equally likely to occur, both mutations should be equally likely.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",28,"1: male",NA,0
"shBVQyNIaWY1",7,"1: I confirm","1: I will take it seriously","omitted","beak","probe_amb_feet.png","narrow_left",1,5,"I could see that the duck had blue feet, but as I couldn't see its beak I had guess that their was an equal probability that the beak was blue too.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",54,"2: female",NA,0
"SJkGjldf4qZ9",7,"1: I confirm","1: I will take it seriously","omitted","beak","probe_amb_feet.png","narrow_left",1,5,"because the occurance of the 2 genes are independent, it is equally likely to be the one just causing blue feet or the one causing blue feet and beak.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has no mutation affecting beak and feet color.",56,"2: female","it was really hard to see if the affected body parts were blue or not! Maybe that was just my screen...",0
"Tmf64W6uuDuS",7,"1: I confirm","1: I will take it seriously","omitted","beak","probe_amb_feet.png","narrow_left",1,5,"I feel like it could be a bit of both, there is always a possibility","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",26,"2: female","n/a",0
"txkVVIi4hYLG",7,"1: I confirm","1: I will take it seriously","omitted","beak","probe_amb_feet.png","narrow_left",1,5,"I didn't see the duck's beak so that was no way to be certain about either choice.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",22,"1: male",NA,0
"u1AxMnoEEiXi",7,"1: I confirm","1: I will take it seriously","omitted","beak","probe_amb_feet.png","narrow_left",1,3,"I only saw he feet. I'm guessing on the beak. So mainly going with NAX20 for blue feet. Not totally though as could be one of the others.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",52,"1: male","None",-2
"UiqxUaVgAMlA",7,"1: I confirm","1: I will take it seriously","omitted","beak","probe_amb_feet.png","narrow_left",1,5,"Because each of the three mutations occur equally likely. As I cannot see the duck's beak, It is equally likely it could be mutation PIX67 or NAX20","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",41,"2: female","none",0
"V5wUz4jIIFaO",7,"1: I confirm","1: I will take it seriously","omitted","beak","probe_amb_feet.png","narrow_left",1,5,"We cannot see the ducks face. All we can see is the blue feet so we know they have one of the two mutations which causes blue feet. It has already been stated that all 3 mutations are equally as likely as the next one to occur, so we know the two possible mutations in the photo are equally likely as each other.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",36,"2: female",NA,0
"VclsEZj5ZyC6",7,"1: I confirm","1: I will take it seriously","omitted","beak","probe_amb_feet.png","narrow_left",1,5,"You can only see its feet so it could have a blue beak as well and both mutations are equally likely","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet) and NAX20 mutation (blue feet).",48,"2: female",NA,0
"VJMEEfDe9qTj",7,"1: I confirm","1: I will take it seriously","omitted","beak","probe_amb_feet.png","narrow_left",1,5,"The mutation could be PIX67 or NAX20, and each is equally likely (so the end result is 50/50). The only way to know would be to see the beak colour.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",41,"1: male","None",0
"wcHroV0JMRMv",7,"1: I confirm","1: I will take it seriously","omitted","beak","probe_amb_feet.png","narrow_left",1,5,"because the mutations are independent of each other","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",21,"2: female",NA,0
"wDgn9ipWraMN",7,"1: I confirm","1: I will take it seriously","omitted","beak","probe_amb_feet.png","narrow_left",1,5,"I could only see the feet were blue and there is equal probability that the beak was blue or not.","This duck has a NAX20 mutation (blue feet).","This duck has a NAX20 mutation (blue feet).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",56,"2: female",NA,0
"wGFNelYgkCJl",7,"1: I confirm","1: I will take it seriously","omitted","beak","probe_amb_feet.png","narrow_left",2,5,"as the duck had Bluefeeet and is the only evidence i have available, it must be one of the two genetic variations, as I have ni further evidence, I cannot give a defintie answer, there fore the only option is to give it an equal chance until more data becomes available.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",47,"1: male",NA,0
"wkfJno7zVhpl",7,"1: I confirm","1: I will take it seriously","omitted","beak","probe_amb_feet.png","narrow_left",1,5,"Could be PIX67 or NAX20, because both have blue feet.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",43,"1: male","n/a",0
"0bLCsoluw2f7",2,"1: I confirm","1: I will take it seriously","presented","feet","probe_amb_beak.png","narrow_right",2,5,"you cant see its feet so it could well have blue feet","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",32,"1: male",NA,0
"0hP0oUdeS0a5",2,"1: I confirm","1: I will take it seriously","presented","feet","probe_amb_beak.png","narrow_right",2,8,"I gave the rating because that seems like the most probable answer","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",27,"1: male",NA,-3
"0vg7EorXEgY6",2,"1: I confirm","1: I will take it seriously","presented","feet","probe_amb_beak.png","narrow_right",1,5,"We can see that the duck has a blue beak therefore it could have either PIX67 or TOX20. As we are unable to see the feet, there is a 50/50 chance it has blue feet therefore I chose in the middle for the likelyhood of either.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",46,"1: male",NA,0
"1McrmO21fgqq",2,"1: I confirm","1: I will take it seriously","presented","feet","probe_amb_beak.png","narrow_right",1,5,"The mutations have an equal chance of occurring (both 5% of the duck population). It could be that I'm seeing a duck which also has blue feet, or which has normal-coloured feet, but I can't see that in this picture. I can only see that it has the blue bill, meaning that there's an equal chance of either one of these mutations.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",23,"2: female",NA,0
"2O81lnvijDHv",2,"1: I confirm","1: I will take it seriously","presented","feet","probe_amb_beak.png","narrow_right",1,5,"We know the duck has a blue beak but it could also have blue feet - we can't see. Therefore it could be TOX20 or PIX 67 - we can't be sure so the chance is 50/50","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",44,"2: female","None that I noticed",0
"4IALa5Fmj0qG",2,"1: I confirm","1: I will take it seriously","presented","feet","probe_amb_beak.png","narrow_right",1,5,"because all mutations are equally likely so it might have blue feet as well as a blue beack","This duck has no mutation affecting beak and feet color.","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",72,"2: female",NA,0
"79zz4FIIiuut",2,"1: I confirm","1: I will take it seriously","presented","feet","probe_amb_beak.png","narrow_right",1,5,"The duck definitely has a blue beak, as evidenced in the photo. However, we cannot see the feet, so cannot confidently say if it has blue feet and beak, i.e. PIX67, but is equally as likely. ","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",32,"1: male",NA,0
"7kGeesgrr9qj",2,"1: I confirm","1: I will take it seriously","presented","feet","probe_amb_beak.png","narrow_right",1,5,"Because there is an equal probability of either mutation","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",37,"2: female","Biologist was spelled wrong in one of the initial paragraphs",0
"8I8szH3zIFjH",2,"1: I confirm","1: I will take it seriously","presented","feet","probe_amb_beak.png","narrow_right",1,3,"I gave this rating as the fact the duck has a blue beak means that it has at least one of the mutations pix 67 , and also possibly could have the other mutation tox20 which doubles its chance of having a mutation of any sort. I felt that the chance of this was therefore more likely to be pix 67.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",50,"2: female","no errors noticed.",2
"8MwLKzbLrOsl",2,"1: I confirm","1: I will take it seriously","presented","feet","probe_amb_beak.png","narrow_right",1,5,"can't see the feet so don't know if the feet are mutated as well","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",27,"1: male",NA,0
"9TSHlSHGXyvW",2,"1: I confirm","1: I will take it seriously","presented","feet","probe_amb_beak.png","narrow_right",1,5,"We can only see the beak, not the feet. And the mutations have an equal probability. Based on the limited information, I believe either mutation is equally as likely.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",28,"1: male","I did not spot any errors in this study.",0
"a4fOKaajmrWm",2,"1: I confirm","1: I will take it seriously","presented","feet","probe_amb_beak.png","narrow_right",3,5,"2 types of duck could have the blue beak mutation, therefore it is 50% chance for either. As its 50%, I placed the marker in the middle of the scale ","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has PIX67 mutation (blue beak and blue feet) and a TOX20 mutation (blue beak).",22,"2: female","n/a",0
"Bv7DVV1h9R55",2,"1: I confirm","1: I will take it seriously","presented","feet","probe_amb_beak.png","narrow_right",3,5,"cant see the feet","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",33,"1: male","none",0
"bVKPehkFtSyu",2,"1: I confirm","1: I will take it seriously","presented","feet","probe_amb_beak.png","narrow_right",2,5,"Both mutations have the same probability of occurring, so the rating needs to be in the middle. ","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",47,"1: male","I think in the instructions Biologist was spelt incorrectly. ",0
"C2MOPVt3JtEa",2,"1: I confirm","1: I will take it seriously","presented","feet","probe_amb_beak.png","narrow_right",1,5,"info said all mutations have an equal chance","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",50,"2: female",NA,0
"C3XvoTq8vk4e",2,"1: I confirm","1: I will take it seriously","presented","feet","probe_amb_beak.png","narrow_right",1,5,"As we cannot see the feet of the duck, it is equally likely the duck either has the mutation which causes a blue beak + feet or just the blue beak.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",24,"2: female",NA,0
"chtpp6x1aM3s",2,"1: I confirm","1: I will take it seriously","presented","feet","probe_amb_beak.png","narrow_right",2,5,"Can only see the beak so equal probability that its feet are blue too.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",39,"2: female",NA,0
"DmyFPFydW44W",2,"1: I confirm","1: I will take it seriously","presented","feet","probe_amb_beak.png","narrow_right",1,5,"I can't really see the duck's feet. I can only see that it has a blue bill. Each of the mutations is equally likely to cause this, I believe. ","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",33,"1: male","None, thanks. ",0
"dUSgYCSWVglT",2,"1: I confirm","1: I will take it seriously","presented","feet","probe_amb_beak.png","narrow_right",1,5,"If there's a roughly equal chance of the duck having any of the three mutations, and the only known feature of the duck we can see is the blue beak, then I can only speculate that it has an equal chance of having either 'blue beak/blue feet' or 'blue beak only' mutation.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",36,"2: female","No comments.",0
"dXlNZxv3gRjG",2,"1: I confirm","1: I will take it seriously","presented","feet","probe_amb_beak.png","narrow_right",1,5,"Only the beak can be seen. Without a view of the feet a clear judgement cannot be made","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",32,"2: female","No issues",0
"EDRAD5kpv33t",2,"1: I confirm","1: I will take it seriously","presented","feet","probe_amb_beak.png","narrow_right",2,5,"I could only see the blue beak and given that mutations are equally as likely it is equal that the duck could have wither the blue beak and feet mutation or the beak only.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",52,"2: female",NA,0
"fqB35s8isoV2",2,"1: I confirm","1: I will take it seriously","presented","feet","probe_amb_beak.png","narrow_right",1,5,"I could only see the beak, so I was unable to determine whether the feet are blue or not.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",32,"1: male",NA,0
"hcfLLF3yO2nR",2,"1: I confirm","1: I will take it seriously","presented","feet","probe_amb_beak.png","narrow_right",1,5,"You can see he has a blue beak, but you cannot see whether his feet are also blue. So it's likely he has either the blue beak or both. ","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",26,"2: female","None",0
"HpXAqrGfli46",2,"1: I confirm","1: I will take it seriously","presented","feet","probe_amb_beak.png","narrow_right",2,3,"There is only a 5% chance that the blue beak mutation occurs so it is unlikely to be that mutation and more probable of being another.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",30,"1: male",NA,2
"iiI0IOwwhCdZ",2,"1: I confirm","1: I will take it seriously","presented","feet","probe_amb_beak.png","narrow_right",1,8,"Only 5% of ducks had blue feet. Because each mutation has the same probability of affecting a duck, the chances that the duck had pix over that of nax made it feel less likely. ","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",35,"1: male","n/a",-3
"iPpijUP3pCIH",2,"1: I confirm","1: I will take it seriously","presented","feet","probe_amb_beak.png","narrow_right",1,5,"As we have learned in the previous article, the mutations have no influence on the probability of having another mutation on the duck, so it's an equal chance they will have a particular mutation.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet) and NAX20 mutation (blue feet).",31,"1: male",NA,0
"iVrRimUJLxDH",2,"1: I confirm","1: I will take it seriously","presented","feet","probe_amb_beak.png","narrow_right",1,10,"Because the cause of a blue beak is mutation of gene TOX20, but I then realised you can't actally see its feet, so if it had blue feet too, it would be mutation of gene PIX67","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",58,"2: female",NA,-5
"J7MeNw9nz28t",2,"1: I confirm","1: I will take it seriously","presented","feet","probe_amb_beak.png","narrow_right",1,5,"because a duck has an equal chance of having a mutation that causes either a blue beak or a blue beak and blue feet","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",56,"1: male",NA,0
"jgzi74RIp1FB",2,"1: I confirm","1: I will take it seriously","presented","feet","probe_amb_beak.png","narrow_right",1,9,"There's only a 5% chance of the duck having blue feet.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has PIX67 mutation (blue beak and blue feet) and a TOX20 mutation (blue beak).",47,"1: male",NA,-4
"juTydMk2ZMyj",2,"1: I confirm","1: I will take it seriously","presented","feet","probe_amb_beak.png","narrow_right",1,5,"Can't see the feet, therefore (I think) equal probability of it being either mutation,","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",45,"1: male","none",0
"JWLlpqUUNWSN",2,"1: I confirm","1: I will take it seriously","presented","feet","probe_amb_beak.png","narrow_right",3,5,"We do not know what the mutation is and it is equally likely that either one could occur. There is a similar chance of any of them.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",35,"1: male",NA,0
"JWm3C5aWcCyX",2,"1: I confirm","1: I will take it seriously","presented","feet","probe_amb_beak.png","narrow_right",1,5,"The chance of having either mutation is equally probable. The duck's feet cannot be seen so we have to assume it's a 50/50 chance the duck also has blue feet. ","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",37,"2: female",NA,0
"KexVO6XX7evl",2,"1: I confirm","1: I will take it seriously","presented","feet","probe_amb_beak.png","narrow_right",1,5,"having one deformity does not reduce the probability of having the other.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",29,"2: female","no errors encountered ",0
"kHPBkBemnXFw",2,"1: I confirm","1: I will take it seriously","presented","feet","probe_amb_beak.png","narrow_right",2,5,"there is an equal chance for the duck to have either the PIX67 or the TOX20 gene.  Impossible to be sure as the feet are submerged.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",57,"2: female","none",0
"KXro67CA0c2o",2,"1: I confirm","1: I will take it seriously","presented","feet","probe_amb_beak.png","narrow_right",1,5,"I can see the blue beak but not the feet so there is an equal possibility that it could have blue feet as not, although as only 5% have blue feet I could have gone more like that it's just tox20","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",52,"2: female",NA,0
"L2sMXR1hzQTq",2,"1: I confirm","1: I will take it seriously","presented","feet","probe_amb_beak.png","narrow_right",1,2,"PIX has blue beak and the other didn't, so since the duck had a blue beak, I figured PIX was more likely","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",32,"1: male",NA,3
"LaLe3L6ljZeG",2,"1: I confirm","1: I will take it seriously","presented","feet","probe_amb_beak.png","narrow_right",1,5,"There are equal chances of it having each gene so if it has a blur beak it has equal chances of having one of the mutated genes which cause a blue beak","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",19,"1: male",NA,0
"LKavuxr9tjLg",2,"1: I confirm","1: I will take it seriously","presented","feet","probe_amb_beak.png","narrow_right",1,6,"whilst both mutations are equally likely, it is aso known that only 5% of the population have blue feet so this may make it slightly more likely to be tox20","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",48,"1: male","biologists was spelt incorrectly",-1
"M6ofSsNNZr5z",2,"1: I confirm","1: I will take it seriously","presented","feet","probe_amb_beak.png","narrow_right",1,5,"The ducks feet are still under water so coming to a conclusion is not possible, that is why both blue beak and feet is equally possible","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",30,"1: male","None",0
"MdBJckrUt5BU",2,"1: I confirm","1: I will take it seriously","presented","feet","probe_amb_beak.png","narrow_right",1,5,"As you cant see if the Ducks feet are blue or yellow it could have the TOX or the other mutation that causes just the blue beak as it is equal chance that this duck could have either","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",60,"2: female",NA,0
"NfvNzKVvuxD0",2,"1: I confirm","1: I will take it seriously","presented","feet","probe_amb_beak.png","narrow_right",1,5,"I can't see the duck's feet, but it seems like it has a 50% chance of having blue feet as well as a blue beak.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",35,"2: female",NA,0
"nqZoFo6YrhYK",2,"1: I confirm","1: I will take it seriously","presented","feet","probe_amb_beak.png","narrow_right",1,5,"I can't see his feet--thus I have no idea if he's PIX or just TOX.  Since both occur with equal frequency, it's not possible to discern.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",58,"1: male","No problems noted.",0
"o7zXuYuiEZMG",2,"1: I confirm","1: I will take it seriously","presented","feet","probe_amb_beak.png","narrow_right",2,5,"The different mutations can all happen equally as much","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",34,"2: female","None",0
"OlI8UfI37qs6",2,"1: I confirm","1: I will take it seriously","presented","feet","probe_amb_beak.png","narrow_right",2,5,"Only the beak was seen the water doesn't allow me to see the color of the feet and it might be yellow or blue","This duck has a NAX20 mutation (blue feet).","This duck has a NAX20 mutation (blue feet).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",23,"1: male","null",0
"OypYQ9D7PqYm",2,"1: I confirm","1: I will take it seriously","presented","feet","probe_amb_beak.png","narrow_right",1,5,"The gene mutations occur with equal probability so there's no reason to suspect one genetic mutation over another (as long as they both cause blue beaks)","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",28,"2: female","N/A",0
