"subj_code","condition","desktop_conf","attent_conf","scale_orient","dv_query","instr_tests","DV_rating","explanation","age","gender","tech_issues","rating_rec"
"XxvzBFSGgiIA",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,3,"It seems the most probable reason in the circumstances.",62,"2: female",NA,2
"2OASAaWXPUVY",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,8,"It was stated that out of the 200 patients, only 10 have confirmed Gludon and Lidan abnormalities.  That is five percent.  It was also noted that the general population is equally prone to either condition.  Thinking it through, a perwson might not have the symptoms showing, so it may be a false negative.  If  anything, it should be closer to the middle instead of moving to the the right.",38,"1: male","none",-3
"to9sPfPUhYge",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"it means its like that  he could have lian",31,"2: female",NA,0
"s6wHGHJsH80t",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"Because they are equally likely to occur; and without full testing we cannot narrow it down",35,"1: male",NA,0
"dQZ4YbgIcLqB",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,0,"Mu taw4 is the only one that affected by the lian",39,"1: male",NA,5
"ReOTIROuFI1o",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",2,5,"1st and 2nd mutation has an equal chance. Let's say 10-10 people had 1st and 2nd mutation, poor patient is part of this unlucky group, he has an equal chance of being in one of the sub-groups.",33,"2: female","no errors",0
"MASkajjnXPlg",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"One is likely to have the two mutations reasonably equally",59,"2: female",NA,0
"8sWgylDMzfeI",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",2,5,"Until the other test results come in you can't say for sure one way or the other.",49,"2: female",NA,0
"VYFQP3llw97b",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"They don't know about the Lian yet only Gludon and both mutations cause abnormal gludon levels and both mutations are equally likely in general population so i belive it is equal chance of being either mutation",35,"2: female","Not that i was aware of",0
"Ef0NjOhI6Xvi",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"People who have Mut-Taw4 are the same percentage of the population as people who have Mut Bic2 so it is equally likely that the patient might have both",45,"2: female",NA,0
"uwUc4goo3jCs",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"Both mutations are equally likely. The information given doesn't give any clues as to which mutation the patient has.",60,"1: male","no errors",0
"LefgPgcrKdLv",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"As only the Gludon levels are effected (as far as we know), it is equally likely that either mutation is possible. Until we know more, we can't determine which they may have.",26,"1: male",NA,0
"uj8EYQ7Iq7E8",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"Because we don't know the Lian blood levels of the patient, we cannot deduce which mutation they have, so it's equally likely ",26,"1: male",NA,0
"ttCEMNLVVN8k",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"Both options are equally likely, as the Gian mutation is an aspect of both.",34,"2: female",NA,0
"euY4hIjxQSmo",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"I believe as there is an equal possibility of either condition being the cause, it was right to vote down the middle ",31,"1: male",NA,0
"98hjkkVorXVV",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"They both cause gludon problems but only one varient causes loan problems, to have gludon problems is expected in both mutations ",58,"1: male","No errors, only in my brain, as it back fired trying to understand muc bac gludon lians .. :)",0
"DZu62s39oPMx",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,4,"they are likely as each other but MUT-BIC2 has created the levels, this is due to the number of people ",58,"2: female",NA,1
"FgpJKFBMNBh2",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"both genes affect the Gludon levels but only one of them affects the Lian levels, therefore t could be either yet as we dont know if lian levels are abnormal",44,"1: male",NA,0
"a9SWZ2xqy9ya",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"If they have only had their gludon levels tested then we cannot know which one they have. And as they both have the same probability, I put it halfway between both.",26,"2: female","none",0
"QtPeGI2bSPUM",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"Both mutations cause abnormal Gludon, but only one causes abnormal Lian which we don't know the result of yet. As we don't know if Lian is normal or abnormal, the possibility is equal between the two mutations.",27,"2: female","No issues",0
"h2Ypgp2MMKgz",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",3,5,"My rating was made because it sounds as though the person has both. ",27,"2: female","No errors",0
"pnSkRoW2wiKi",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",2,5,"as the gludon blood levels were abnormal it is just as likely that it could be either mutation",31,"2: female",NA,0
"KAR0ayuGyEXQ",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"The mutations appear in equal percentages of the population, so the person stated has an equal chance of having either of the mutations.",50,"1: male","No errors.",0
"FVl5v2JyTBzW",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",2,5,"Information said that both types were equally likely found in people.",38,"1: male","n/a",0
"zQ229tRTgfvm",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",2,5,"Since both are equally likely, unless there is more info about Lian, then we cannot deduce further",58,"1: male",NA,0
"DTMI5wSbn8pq",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,6,"Because both Mut-Taw4 and Mut-Bic2 are most likely to be the course give they're both equally common.",25,"2: female",NA,-1
"rknfiNo740Be",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"we were told there is an equal probability of Taw 4 and Bic 2 being the cause.",65,"1: male",NA,0
"JvCbEtR5QfOi",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"It seems impossible to tell without knowing Lian levels however, both are equally prevelant in the population",51,"2: female","n/a",0
"qJGpdxoCH6Sj",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,8,"It was clear that the patient had the first mutation. It is highly unlikely that they would have the other one ",29,"2: female","None",-3
"WzQ9zSVNpAj0",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"It was stated previously that a person with the mutagion could equally have either one, so I went for the middle one ",29,"1: male",NA,0
"yjlpLkcZnIL1",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",2,3,"Based on the given information, Patient #53 has either Mut-Bic2 or Mut-Taw4. It is known that Mut-Bic2 causes abnormal Gludon blood levels, which has already been confirmed in the patient. However, the presence of abnormal Lian blood levels is still unknown. Mut-Taw4, on the other hand, causes both abnormal Gludon and abnormal Lian blood levels.",32,"1: male","none",2
"DEWxOMvJ38sR",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"I chose equally likely as Mut-Taw4 and Mut-Bic2 are equally prevalent. In the test example it used Lian blood levels as the indicator and Lian blood levels are only found in one mutation. Abnormal Gludon levels are found in both mutations and therefore that was the reasoning behing the selection.",48,"2: female","No errors",0
"4ozTW1ZnipBh",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"Since we don't know about lian, we cannot rule out either one. And there is an equal chance of both occuring. ",36,"1: male",NA,0
"GeSdE4etdLmS",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"It is possible for the patient to get both mutations ",59,"2: female",NA,0
"ElrRmBu8XMNP",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"As you have not testes  for lien levels it is right to assume that both abnormalities could still be the cause.  ",67,"1: male",NA,0
"NOfdqVqA5hyv",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,7,"Well it is unclear yet if patient #53 has abnormal levels of lian thats why i was slightly leaning towards mut2",30,"1: male",NA,-2
"Ty4jJSCXEEuW",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",2,5,"because they are equally likely to occur in a person",37,"2: female","none",0
"3kUTo1wSuxEf",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"due to the prevalence of the gene occurring equally within the population and that gludon levels occur in both gene mutations",49,"1: male",NA,0
"QbvYEYSBS73O",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"both are likely to cause the abnormal gludon blood levels so its equally likely to be either if the patient has abnormal levels there",43,"2: female","none",0
"H1OfNCXLdBIE",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"It could be either mutation from the information I have been given",40,"1: male","none",0
"doqEtxUjwMLu",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",3,5,"The only difference is the lian levels and both are equally likely, so until we know the lian levels it is not possible to guess which one it could be . ",30,"1: male",NA,0
"qIzahyR4jjoG",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"As I understand it, an equal number of people have the relevant levels.",51,"1: male",NA,0
"OpLaTMxWzirm",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"Because both occurs simultaneously",32,"1: male","no errors",0
"LOGep8V95HU4",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,9,"It's highly likely that the patient will have both but it isn't an absolute guarantee that they will have both. That's why I chose I rating just below ""Definitely both"".",28,"2: female",NA,-4
"kZjWRyEgZ6G4",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"we were told the same number of people had each condition therefore it is  an equal chance of having either of them",66,"1: male","none",0
"VwBXCCPu3jRZ",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",2,5,"Gludon levels do not give me information on Lian levels, which would determine only one of the mutations. Since both mutations are equally likely, the changes for each mutation are also equally likely",33,"2: female","none",0
"MF7uidvYJTS7",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"Since the prevalence of both mut-taw and mut-bic is equally likely to occur in a given population and the patient, patient #53, already has abnormal gludon levels, I believe that either mut-taw or mut-bic is equally likely to be present in patient 53.",36,"1: male","I didn't identify any errors.",0
"7yglU56WnIdg",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,8,"Mut Bic 2 causes abnormal Gludon levels but it was unclear that the Lian levels had raises so based on this information and the evidence provided it is likelier to be Mut Bic 2 which just results in raised Gludon levels
",31,"1: male",NA,-3
"xXUM7m1oPzr7",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"Only when we know the Lian level will we be able to discern which case is appropriate.",34,"1: male",NA,0
"wslyMe5rtOkn",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",3,8,"Given because of the definition given in the explanation of the difference between Bic and taw",73,"1: male",NA,-3
"fEpuBGjVI8da",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,6,"They definitely have elevated Gludon levels there is a 5% chance they have the other but not tested yet.",48,"2: female","no issues",-1
"4vn92b0athp7",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"Lian levels are equally likely to be in the population thus there is 50/50 chance patient 53 could have it.",27,"4: prefer not to say",NA,0
"hx9LvczdR43C",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"It was stated that Mut-Taw4 and Mut-Bic2 are equally likely to occur in a person. Since the previous question told me that the person in question had high Gludon levels, there is an equal chance of this being attributable to either the Taw4 OR the Bic2 variation as Lian levels were unknown.",45,"1: male","None that I could discern.",0
"Q3FhZnhFd4tr",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"Because the likelihood seems to be equal",29,"2: female","N/A",0
"eKHP0loSdCrO",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"The outcome is unknown so the chances of having that as well is 50%.",31,"2: female",NA,0
"2oLxvKvyscvP",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",2,5,"because both mut are equally likely to occur in a person",46,"1: male",NA,0
"4vZv6eeMcygz",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",2,8,"it will definitely reduce the life expectancy ",34,"1: male","no any issues ",-3
"BSUGj5atfVM6",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",2,5,"Both are equally likely to occur in a person and therefore without knowing if Lian blood levels are raised. It is equally likely that either genetic mutation could be the cause of this.",22,"1: male","none",0
"hTiSuiOMhVR7",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",3,5,"both gludon and lian blood levels cause problems",46,"2: female",NA,0
"aisgaoy5oarN",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,7,"I chose that option more as there's still a chance that the patient could have an increase in lian levels.",22,"1: male",NA,-2
"v0DfvUYXQ5WH",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"Both mutations are equally likely to affect a subject's Gludon so can not say which one it is until we know the Lian levels.",61,"1: male",NA,0
"6Wjq0laKkPf6",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"They have the underlying issue that is constant for both mutations and both mutations are equally likely to occur",37,"1: male",NA,0
"kX5FugFftzjP",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"They are both equally likely to occure",28,"1: male","Non",0
"YKolSi03N7u3",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",2,5,"I just assesed the situation and thought that was the most likely outcome.",45,"2: female",NA,0
"uBE3ux3Mr8sY",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",2,5,"At the moment we do not know about Ludon levels in the patient so each mutation is equally likely to be the cause",67,"1: male","None",0
"NIl2g5O2Nqnx",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",2,5,"As it previously stated that the effects of each of these are equal",22,"2: female","All good :)",0
"vnmB7JtNfeqk",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"I gave the rating of ""both equally likely"" because of the information from the study of 200 people. It showed that the Taw4 and Bic2 gene mutation are equally likely to occur. Both are equally likely to cause the abnormal Gludon levels in patient 53. ",39,"1: male","No issues with the study, easy to complete, thank you very much.",0
"2H24WDPZq6jd",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"Its it known that either has an equal chance if being likely to occur in a person",41,"2: female",NA,0
"FYC4eHRUEEo1",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"They either have MUT-TAW or MUT-BIC, both are equally prevalent so I put the odds as equal ",46,"1: male","No errors",0
"gCrEXXL8Ptbd",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"Both cause the condition we know the patient definitely has so either one is likely to have given to her",43,"2: female",NA,0
"wX4gAfRkDFhm",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"The info I was provided said that both mutations are equally likely, and they both affect that Gludon blood level. Thus, either one should be equally likely in this case, since both are equally common and would explain the condition.",24,"1: male","No errors.",0
"l2Ctnu73djIN",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",3,5,"We don;t know enough to determine which is the cause",41,"1: male",NA,0
"ujVE5Npuahez",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"Only by measuring the lian levels will we know what gene mutation this is, as only Mut-taw4 has abnormal lian levels",57,"1: male",NA,0
"qAroplBRGVFX",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"Abnormal levels of gludon in the blood is a symptom of both Mut-Taw4 and Mut-Bic2. As both of these are equally likely to occur in a person there is an equal chance that it could be either of the 2 mutations.",41,"1: male",NA,0
"jWgLDRmv1IMg",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",2,5,"Mut-Taw4 and Mut-Bic2 are equally likely to occur in a person that is afflicted and therefore it is we don't know what the patient has until he has been tested.",31,"1: male","No errors",0
"7EFpZAOY6k2g",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"Both mutations are equally likely to occur and the symptom the patient was tested for is caused by both mutations.",31,"1: male",NA,0
"HfMDhAZVSZgs",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,9,"I made my decision based on what we've found already on gludon",51,"1: male",NA,-4
"4ks3MuPDlNye",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,6,"I based my prediction upon the facts as presented earlier and that the Mut Bic 2 did not see the Lian blood level effect compared to Mut Taw.",50,"1: male","I found no errors as far as I recall.",-1
"FU96KzvZLCiP",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"as they both can occur equally it isnt possible to tell hence my decision",61,"1: male","no errors all good :-)",0
"NKZSCr4qikjn",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,2,"No indication of Liam levels, yet. Makes statistical sense to go with the one already found. ",36,"2: female",NA,3
"XVf6M7r1NIEj",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",3,2,"Whilst more testing would give them a direct answer, I think there's a reasonable chance to think that the participant is suffering with one over the other given that they are both equally distributed between all the participants and a process of elimination could be done to see for sure. ",34,"1: male",NA,3
"rxwDrAFhFqc3",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,6,"because it was close but just felt  the other felt just slightly that one of them could have caused it over the other",36,"1: male","no errors, great survey",-1
"eAUjdHUgRytK",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",2,5,"Gliding occurs in both mutations, so equally likely",45,"1: male",NA,0
"xWKZSgJsXbse",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",2,5,"I made my rating to the best of my understanding.",61,"2: female","N/A",0
"Who7eO0an71l",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",2,5,"I believe each scenario to be likely",51,"1: male","none",0
"RXaBWCtVfTnf",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"Mut-Taw4 and Mut-Bic2 are equally likely to appear in a person",52,"1: male","no problems",0
"WaeFwkJEvjLb",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",2,4,"not sure",43,"1: male",NA,1
"fNyoMFxNDjys",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"Mut-Taw4 and Mut-Bic2 are noth equally likely to occur in a person so without testing the Lian blood levels it could be either.",46,"2: female","No errors. The survey was intersting",0
"iTNgIAOdQpRR",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"We only know they have abnormal gludon levels. Therefore they could have either alterations.",25,"2: female",NA,0
"0Eej47ooxiqO",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"Without confirmation of Lian being present, and both gene mutations being equally likely, you'd be making an assumption leaning into either of the options.",26,"1: male","No errors.",0
"2cvNcQRfARcm",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"Both cases cause increased gludon levels, but the only way to know the difference is to know the Lian levels. If those levels have not been tested yet, then there is no way of knowing.",32,"1: male",NA,0
"stX7ODhtDwkC",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",2,5,"not enough info given, could be either",34,"1: male","none",0
"FGnbuAH9hfnY",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"Both mutations have equal standing so people have equal chance of getting it",47,"2: female","none",0
"T635Z9yJIkyO",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,8,"My answer is the most statistically likely outcome.",71,"1: male",NA,-3
"UfEwwygkhRHG",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"Theres not enough information to know for sure, but i msure it said they are both equally likely",26,"1: male",NA,0
"lZvuE3wJi2XV",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"The distribution of people getting the mutations are equal, so therefore if this patient has Mut_Bic2, then they can equally have Mut-Taw4",43,"1: male",NA,0
"3yXpG361UpXT",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"if they are both equally likely to occur singly or together until tested you have to assume it coulbe either scenario",73,"1: male",NA,0
"atGTpsVp6vkP",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",2,10,"It was stated that their blood levels were affected by mut-bic2 so therefore they defiantly have that.",40,"1: male",NA,-5
"G1Mjxu5pTLDG",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"We know that the patient has abnormal Gludon but not yet if they have Lian. Therefore, both mutations are still possible since they both have Gludon abnormalities.",30,"1: male",NA,0
"b4NR4iCO55Fp",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"Gludon is affected with both mutations so could be either equally i think",36,"2: female",NA,0
"hIYrqavaIKnQ",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,2,"As we do not know his lian levels I went for Mut-Bic2 as it always causes abnormal Gludon blood levels.",45,"1: male","No issues/errors - all good. ",3
"OsxDhneuEXiF",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"It was described as the chances of having both are equal in the pre text.",48,"1: male",NA,0
"0BUHBIVJMbxH",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"People are equally likely to have either mutation, therefore that's why I gave the rating of 50%",54,"1: male","none",0
"JQAfKT4Yn8wY",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"As we haven't investigated both levels yet, it's important to acknowledge that both mutations are as likely with all the information that we have. ",27,"1: male",NA,0
"i45Cc4qUA0Ki",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"Both are equally likely to be diagnosed with either because the patient hasn't been tested yet for Lian.",36,"1: male",NA,0
"J7fYJ9WCyASo",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"Since both mutations lead to abnormal Gludon levels both could be responsible. Only a test for Tian levels 
 would identify which gene was responsible.",58,"2: female","None.",0
"4CNuXmtzbR3x",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"The first pages explained that someone is equally likely to have either condition, therefore if they have raised gludon levels, the possibility of either remains 50%",32,"1: male",NA,0
"ngxtUnxCqlnc",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"We know that the patient has one of the two mutations but it isn't possible to know which one yet because the Lian levels will show whether it is the other mut-TAW4 mutation. As both are equally likely to occur in the population neither is more likely than the other.",30,"2: female","None",0
"6usNkqXRxXLl",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"Because from memory you said that it was equally likely and that there is only a 5% chance, so it's low.",63,"2: female","None",0
"xCiOkshavgqC",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"well until we're certain of Lian levels, it is an equal chance of being both.",27,"2: female","i did not see any errors",0
"8nxOBdj7M34q",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"Both are equally likely to occur in people and both cause abnormal Gludon levels",73,"1: male","None!",0
"zAUYJgd4m2aO",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"We dont know whether he has them so he is equally likely to have and to have not",40,"2: female",NA,0
"FAByJwdWnEO5",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"The patient has abnormal gludon blood levels so it a high possibility that they also have high Lian blood levels as the statistics show the probability of having Mut-taw4 or Mut-bic2 are the same so if half the signs are there, then the probability of having the other are 50/50 so that is the reason I chose what I did",53,"1: male","No errors",0
"FMiH7sZQBnpY",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"we are currently unsure about the ludon levels so they are both equally as likely.",23,"2: female","no issues ",0
"8IN9U4LgGLPe",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"Because it is most likely that if he has one of the genetic mutations he also has the other one, and therefore it is equally likely that it is being caused by either of them rather than one of them.",21,"3: non-binary",NA,0
"eyc0WcirTi33",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"Because the number of people that may be suffering from it may have both at a time.",24,"1: male","none",0
"d5a2RGTrA8dW",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"Both options are equally likely to have produced the measured outcome, so it is 50/50 as to which will be causing the unmeasured outcome",29,"1: male",NA,0
"AtnjZMaI5ONO",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,0,"Well he has abnormal Gludon levels and there is still a chance he has abnormal lian levels so meant to click both as likely",50,"2: female",NA,5
"0okHpoPMYvfD",2,"1: I confirm","1: I will take it seriously","narrow_right","probability",1,5,"The patient has an equal chance of having either, therefore, an equal chance of Lian",34,"2: female",NA,0
"bR8tEf46219W",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",1,7,"He has a 5% chance that the Lien levels are abnormal but it is more likely they are not, therefore he is more likey to have Taw-Bic2",32,"2: female","No issues",-2
"dNFVVuEY0SrZ",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",1,5,"They're both supposed to have the same frequency, and this occurs in both, so they have the same likelihood.",37,"1: male",NA,0
"1joeZ3qNepFW",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",1,7,"If they have the abnormal gluon levels then they most likely have mut-bic2 however without proof of the lian levels it cannot be proven.",30,"1: male","N/A",-2
"ub2i4iDJDiTa",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",2,5,"as the results were not full it would be likely that both situations are acceptable",55,"1: male",NA,0
"dKk2ByFFLnrn",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",2,6,"The effects are the same either way, so the different result doesn't make a difference",38,"2: female",NA,-1
"PwP0N4VePBAc",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",1,5,"Well they both can cause gludon so it could be either or ",33,"2: female",NA,0
"TRlkXuKFFwIb",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",1,5,"If anyone with the first mutation is equally likely to have the second, then both are equally likely to have the effect.",76,"2: female",NA,0
"wSCNgT8HPbsV",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",2,7,"Contacting the mutation can cause someone to have serious health issues",28,"1: male",NA,-2
"U1aoCdy15jx7",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",1,5,"Both are equally likely, only testing Leon levels will confirm",31,"2: female",NA,0
"2oY7ZbjExWTj",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",1,5,"I don't compl,etely understand how it works to be honest - I have never been good at science and struggle to understand concepts like this.",35,"2: female",NA,0
"3sm7h0iyEn3s",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",1,5,"Both mtations are equally common; and abnormal Gluden levels oddur with both. So #53 has one of the mutations - but we don't know which. Both are equally liely, hence my answer",65,"1: male","One problem: could someone have both mutations? (The research so far hasn't determined this, it would seem.) But would it matter in any case?",0
"Q2pYprxUJK7z",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",2,5,"I have given my ratings based on the study research results.",29,"1: male","N/A",0
"6cgE7vpAw9Y9",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",1,5,"I am not sure if my understanding is correct, but the equal rating is my choice.",56,"2: female","no errors",0
"fFWHgxFql83N",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",2,6,"just the way I understood what you were asking that I felt that was the right answer",53,"1: male",NA,-1
"hcRcUKqG8LJE",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",1,5,"We only know that they have abnormal Gludon levels, which have no influence on Lian levels, so cannot rule out one mutation or the other.",27,"2: female",NA,0
"9wI1TL15lwNT",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",1,5,"They are both as likely as the both cause the issue the patient had",31,"1: male",NA,0
"OjHQrzclO6EU",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",2,4,"I believe it’s possible to have elevated Lian levels but it’s not been proved yet so can’t be said for definite. ",25,"1: male",NA,1
"PJVUh7dL2Uhh",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",1,7,"As Bic2 always causes abnormal Gludon blood levels, it is slightly more likely that the patient has Bic2. However, we cannot know that for sure yet.",39,"1: male","No errors to report.",-2
"oKegtVxfz5GC",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",1,5,"I personally believe that the both of them are equally satisfactory ",25,"2: female","no errors",0
"4lfBeKHHTPkP",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",1,5,"the patient could have both physiological anomalies so i went down the middle",56,"1: male","everything went ok",0
"aQWyRfjNiI5W",4,"1: I confirm","1: I will take it seriously","narrow_right","satisfaction_would",1,5,"As both mutations are equally likely and the patient has one symptom then I deduced that they could equally have either mutation",53,"1: male","no problems",0
