"subj_code","condition","desktop_conf","attent_conf","scale_orient","DV_rating","Story","LatentF","explanation","narrow_check","broad_check","age","gender","tech_issues","narrow_correct","broad_correct"
"AOSzBWFoEB6C",12,"1: I confirm","1: I will take it seriously","narrow_right",5,"watch","invisible","Same number of watches of each type so 50% probability any one watch will or will not have a red back",2,3,58,"1: male","None","correct","correct"
"boFDRx8j34tn",12,"1: I confirm","1: I will take it seriously","narrow_right",5,"watch","invisible","You don't know if it has the red back so it's 50:50",2,3,28,"1: male","None","correct","correct"
"DGTkyNgjaBEI",12,"1: I confirm","1: I will take it seriously","narrow_right",7,"watch","invisible","Well I was going to write 50/50 but then I just had a hunch that they might have a red back to the watch.",2,3,44,"2: female",NA,"correct","correct"
"DJAV4RKBEQYs",12,"1: I confirm","1: I will take it seriously","narrow_right",5,"watch","invisible","Both watches are found in equal quantity and both have a swiss flag on the dial. Without seeing the back of the watch i think it is off equal chance to be type A or type B",2,3,42,"1: male","none","correct","correct"
"F38tb3mtBx12",12,"1: I confirm","1: I will take it seriously","narrow_right",5,"watch","invisible","With the watches being so similar it could have been either of the watches.",2,3,30,"2: female",NA,"correct","correct"
"FYm1R8a7P3Be",12,"1: I confirm","1: I will take it seriously","narrow_right",5,"watch","invisible","equally likely that it would be either A or B.",2,3,26,"2: female","no","correct","correct"
"HKWLJi8cqGch",12,"1: I confirm","1: I will take it seriously","narrow_right",5,"watch","invisible","as both watches are made in equal numbers it is equally likely that it would be type A or type B",2,3,41,"2: female","none","correct","correct"
"IJjTbaDHIo0G",12,"1: I confirm","1: I will take it seriously","narrow_right",5,"watch","invisible","Given the conditions of our surroundings, there is no likely candidate as if we are on the same train and it costs the same, there's no difference",2,3,21,"1: male","no","correct","correct"
"mTEJUtIYLFFR",12,"1: I confirm","1: I will take it seriously","narrow_right",5,"watch","invisible","Both are made in equal number and both are the same price. ",2,3,39,"1: male",NA,"correct","correct"
"P0K5bK9M1pUF",12,"1: I confirm","1: I will take it seriously","narrow_right",5,"watch","invisible","both watches a and b have flags on dial, as you are unable to see the back it could be either watch",2,3,56,"2: female","n/a","correct","correct"
"p7gOgiuXLhWq",12,"1: I confirm","1: I will take it seriously","narrow_right",5,"watch","invisible","If you can't see it and they produce the same amount and they cost the same how would you know without looking",2,3,20,"1: male",NA,"correct","correct"
"pfxtmvippcml",12,"1: I confirm","1: I will take it seriously","narrow_right",5,"watch","invisible","If they both have the little flag on then there's a 50% chance it could be either, without having seen the red battery part",2,3,27,"2: female","It was all good","correct","correct"
"rXuFd5x6A8NP",12,"1: I confirm","1: I will take it seriously","narrow_right",5,"watch","invisible","The piece said that both types of watch had sold in equal amounts. As I could not see the colour of the battery cover of the watch on the train this can only lead to the conclusion that the chances of it being either watch are 50/50 ",2,3,50,"1: male","all fine","correct","correct"
"ZBWLqiUE3vlB",12,"1: I confirm","1: I will take it seriously","narrow_right",5,"watch","invisible","Both type of watches have a small Swiss flag over the dial, but only type B has the red battery cover at the back. The back of the watch of the man on the train can't be seen so it could be type A or B.",2,3,59,"2: female","None","correct","correct"
